[[ob_order_id]],shipment_id,origin_ib,destination_ib,pick_up_date_time_ib,delivery_date_time_ib,origin_ob,destination_ob,origin_ob_geo,destination_ob_geo,pick_up_date_time_ob,delivery_date_time_ob,client_name,freight_rate,benefit,state,radius,equipment_type,status,cdty_cd,srvc_cd,carr,pull_tm,schd_drop,contact,weight,email,quantity,cube,total_time,incremental_time,incremental_distance,expense
,25675946,"HOUSTON, TX","SAN ANTONIO, TX",30.07.2020 09:00:01,30.07.2020 12:38:05,"SAN ANTONIO, TX","HOUSTON, TX",29.451246;-98.530923,29.74475;-95.362966,30.07.2020 14:16:52,30.07.2020 17:45:54,CIRCLE L,$550,500,TX,75-200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 12:38:05,260-918-9518,20000,non,non,non,10:00:08,134,5,50
,25675965,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,30000,non,non,non,11:53:14,139,5,51
,25675970,"HOUSTON, TX","AUSTIN, TX",30.07.2020 09:00:01,30.07.2020 11:54:57,"TEMPLE, TX","HOUSTON, TX",31.100124;-97.354661,29.74475;-95.362966,30.07.2020 14:43:33,30.07.2020 18:15:26,AMINO TR,$647,470,TX,75-200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:54:57,281-763-7403,40000,non,non,non,10:29:40,250,80,177
,25675972,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,C H ROBI,$682,631,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,833-428-5247,2769,non,non,non,11:53:14,139,5,51
,25675982,"HOUSTON, TX","AUSTIN, TX",30.07.2020 09:00:01,30.07.2020 11:54:57,"COLLEGE STATION, TX","HOUSTON, TX",30.58996;-96.288572,29.74475;-95.362966,30.07.2020 15:48:47,30.07.2020 17:40:36,TMC LOGI,$350,235,TX,75-200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:54:57,888-858-6953 X,42000,non,non,non,09:54:50,215,37,115
,25675987,"HOUSTON, TX","BEAUMONT, TX",30.07.2020 09:00:01,30.07.2020 10:16:25,"MALAKOFF, TX","HOUSTON, TX",32.173812;-96.010377,29.74475;-95.362966,30.07.2020 15:28:51,30.07.2020 19:22:47,TRI-STAT,$623,57,TX,75-200,VAN (FSDV),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 10:16:25,843-407-7919,,non,non,non,11:37:01,515,336,566
,25675994,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,ALLEN LU,$682,631,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-730-5863,31536,non,non,non,11:53:14,139,5,51
,25675995,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,42000,non,non,non,11:53:14,139,5,51
,25676002,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,ALLEN LU,$682,631,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-730-5863,31536,non,non,non,11:53:14,139,5,51
,25676003,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,30000,non,non,non,11:53:14,139,5,51
,25676004,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,ACTION E,$682,631,TX,200,VAN (VF),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,773-832-8600,40000,non,non,non,11:53:14,139,5,51
,25676007,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,30000,non,non,non,11:53:14,139,5,51
,25676008,"HOUSTON, TX","BEAUMONT, TX",30.07.2020 09:00:01,30.07.2020 10:16:25,"MALAKOFF, TX","HOUSTON, TX",32.173812;-96.010377,29.74475;-95.362966,30.07.2020 15:28:51,30.07.2020 19:22:47,ACTION E,$623,57,TX,75-200,VAN (VF),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 10:16:25,773-832-8600,40000,non,non,non,11:37:01,515,336,566
,25676015,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,30000,non,non,non,11:53:14,139,5,51
,25676016,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,30000,non,non,non,11:53:14,139,5,51
,25676022,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.770062;-96.805034,29.74475;-95.362966,30.07.2020 15:16:36,30.07.2020 19:39:00,TOTAL QU,$682,631,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,10000,non,non,non,11:53:14,139,5,51
,25676023,"HOUSTON, TX","SAN ANTONIO, TX",30.07.2020 09:00:01,30.07.2020 12:38:05,"SAN ANTONIO, TX","HOUSTON, TX",29.451246;-98.530923,29.74475;-95.362966,30.07.2020 14:16:52,30.07.2020 17:45:54,TTS LLC,$780,730,TX,75-200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 12:38:05,972-924-9919,44000,non,non,non,10:00:08,134,5,50
