Vehicle,ShipmentId,Backhaul Origin,Backhaul Destination,,MatchId,ShipperName,ShipperContact,Match Origin,Match Destination,Inc. miles,Inc. Minutes,Benefit
veh-25637994,25637994,"HOUSTON, TX","LAPORTE, TX",,25637994-296,SCOTLYNN,239-210-3000,PASADENA; TX,HUMBLE; TX,38.0926342475797,170,499.064024921189
veh-25637994,25637994,"HOUSTON, TX","LAPORTE, TX",,25637994-153,EPES LOG,800-659-1117,PASADENA; TX,HOUSTON; TX,13.6366460785167,145,377.155424294017
veh-25675931,25675931,"HOUSTON, TX","HOUSTON, TX",,25675931-256,WATCO SU,479-717-6600,HOUSTON; TX,DAYTON; TX,61.0399294120571,182,568.034216627106
veh-25675946,25675946,"HOUSTON, TX","SAN ANTONIO, TX",,25675946-165,AMINO TR,972-330-2804,SAN ANTONIO; TX,AUSTIN; TX,45.258926019362,195,766.374467297153
veh-25675946,25675946,"HOUSTON, TX","SAN ANTONIO, TX",,25675946-163,BECKER L,630-529-0700,SAN ANTONIO; TX,CONROE; TX,60.0190140057415,220,660.724230139892
veh-25675948,25675948,"HOUSTON, TX","ALEXANDRIA, LA",,25675948-98,SCOTLYNN,239-210-3000,HOUSTON; TX,HUMBLE; TX,39.6112692159519,112,516.373368991843
veh-25675965,25675965,"HOUSTON, TX","DALLAS, TX",,25675965-105,C H ROBI,833-428-5247,HUTCHINS; TX,HOUSTON; TX,9.15406315632495,141,1142.76220547554
veh-25675965,25675965,"HOUSTON, TX","DALLAS, TX",,25675965-54,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25675967,25675967,"HOUSTON, TX","PASADENA, TX",,25675967-253,NT LOGIS,469-362-5050,HOUSTON; TX,HUNTSVILLE; TX,150.118060819963,288,327.012688232443
veh-25675970,25675970,"HOUSTON, TX","AUSTIN, TX",,25675970-313,AMINO TR,972-330-2804,SAN ANTONIO; TX,AUSTIN; TX,172.661463705618,339,568.61547282737
veh-25675970,25675970,"HOUSTON, TX","AUSTIN, TX",,25675970-325,ELITE TR,878-999-2874,TEMPLE; TX,HOUSTON; TX,79.999254352716,250,470.267546530462
veh-25675970,25675970,"HOUSTON, TX","AUSTIN, TX",,25675970-367,AMINO TR,972-982-7330,WACO; TX,HOUSTON; TX,127.99719139523,314,245.552647486961
veh-25675972,25675972,"HOUSTON, TX","DALLAS, TX",,25675972-11,C H ROBI,833-428-5247,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25675972,25675972,"HOUSTON, TX","DALLAS, TX",,25675972-51,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25675973,25675973,"HOUSTON, TX","VICTORIA, TX",,25675973-94,WATCO SU,479-717-6600,HOUSTON; TX,DAYTON; TX,59.2205500391465,192,470.887750953807
veh-25675974,25675974,"HOUSTON, TX","ALEXANDRIA, LA",,25675974-96,SCOTLYNN,239-210-3000,HOUSTON; TX,CONROE; TX,87.1549827879752,166,439.487786976856
veh-25675976,25675976,"HOUSTON, TX","HOUSTON, TX",,25675976-345,NT LOGIS,469-362-5050,HOUSTON; TX,HUNTSVILLE; TX,139.122248872209,271,446.586412997461
veh-25675977,25675977,"HOUSTON, TX","PASADENA, TX",,25675977-295,EPES LOG,800-659-1117,PASADENA; TX,HOUSTON; TX,17.2474430511887,145,372.894683866264
veh-25675979,25675979,"HOUSTON, TX","TEXAS CITY, TX",,25675979-290,BNSF LOG,844-797-8188,MISSOURI CITY; TX,HOUSTON; TX,33.5535064063529,174,353.102862440504
veh-25675982,25675982,"HOUSTON, TX","AUSTIN, TX",,25675982-174,C H ROBI,833-428-5247,SAN ANTONIO; TX,LA PORTE; TX,161.511551319174,318,554.688369443374
veh-25675982,25675982,"HOUSTON, TX","AUSTIN, TX",,25675982-197,SCHNEIDE,800-558-3957,AUSTIN; TX,TEMPLE; TX,80.5504119701244,244,332.59318054192
veh-25675982,25675982,"HOUSTON, TX","AUSTIN, TX",,25675982-178,ELITE TR,878-999-2874,TEMPLE; TX,HOUSTON; TX,79.999254352716,250,73.2675465304618
veh-25675985,25675985,"HOUSTON, TX","BATON ROUGE, LA",,25675985-37,RFX INC,417-858-8588,BRYAN; TX,HOUSTON; TX,152.085948276933,306,343.762581033219
veh-25675986,25675986,"HOUSTON, TX","PASADENA, TX",,25675986-250,RED RIVE,817-697-4310,HOUSTON; TX,SPRING; TX,53.2013123392198,203,473.367784773054
veh-25675987,25675987,"HOUSTON, TX","BEAUMONT, TX",,25675987-137,ONLINE L,800-476-7977,MALAKOFF; TX,HOUSTON; TX,336.157058172916,515,56.7280046892929
veh-25675987,25675987,"HOUSTON, TX","BEAUMONT, TX",,25675987-20,RAPID TR,615-867-9902,MALAKOFF; TX,HOUSTON; TX,336.157058172916,515,56.7280046892929
veh-25675988,25675988,"HOUSTON, TX","ROSENBERG, TX",,25675988-262,SCOTLYNN,239-210-3000,HOUSTON; TX,CONROE; TX,77.6970683634285,210,314.157459331154
veh-25675991,25675991,"HOUSTON, TX","HOUSTON, TX",,25675991-146,BNSF LOG,844-797-8188,MISSOURI CITY; TX,HOUSTON; TX,39.5559670423901,172,346.678625556646
veh-25675993,25675993,"HOUSTON, TX","PASADENA, TX",,25675993-261,ALLEN LU,800-254-5863,HOUSTON; TX,NACOGDOCHES; TX,294.775498030248,456,129.988912324307
veh-25675994,25675994,"HOUSTON, TX","DALLAS, TX",,25675994-17,C H ROBI,833-428-5247,HUTCHINS; TX,HOUSTON; TX,9.15406315632495,141,642.762205475537
veh-25675994,25675994,"HOUSTON, TX","DALLAS, TX",,25675994-8,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25675995,25675995,"HOUSTON, TX","DALLAS, TX",,25675995-224,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25675995,25675995,"HOUSTON, TX","DALLAS, TX",,25675995-282,C H ROBI,833-428-5247,HUTCHINS; TX,HOUSTON; TX,9.15406315632495,141,622.762205475537
veh-25676000,25676000,"HOUSTON, TX","SAN ANTONIO, TX",,25676000-368,MOUNTAIN,817-552-1910,SAN ANTONIO; TX,TOMBALL; TX,32.9122497421303,199,745.626211970953
veh-25676001,25676001,"HOUSTON, TX","HOUSTON (CYPRESS), TX",,25676001-347,PURPOSE,972-746-4585,HOUSTON; TX,SAN ANTONIO; TX,396.151838641928,546,302.724830402525
veh-25676002,25676002,"HOUSTON, TX","DALLAS, TX",,25676002-10,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25676002,25676002,"HOUSTON, TX","DALLAS, TX",,25676002-332,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,597.532802780436
veh-25676003,25676003,"HOUSTON, TX","DALLAS, TX",,25676003-59,C H ROBI,833-428-5247,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25676003,25676003,"HOUSTON, TX","DALLAS, TX",,25676003-141,BECKER L,630-529-0700,MESQUITE; TX,CONROE; TX,13.9877216747238,145,565.741155090493
veh-25676004,25676004,"HOUSTON, TX","DALLAS, TX",,25676004-7,TOTAL QU,800-580-3101,DALLAS; TX,HOUSTON; TX,3.66485640076056,131,634.532802780436
veh-25676004,25676004,"HOUSTON, TX","DALLAS, TX",,25676004-26,BECKER L,630-529-0700,MESQUITE; TX,CONROE; TX,13.9877216747238,145,565.741155090493
veh-25676005,25676005,"HOUSTON, TX","HOUSTON, TX",,25676005-92,NT LOGIS,469-362-5050,HOUSTON; TX,HUNTSVILLE; TX,139.122248872209,271,246.586412997461
