[[ob_order_id]]|shipment_id|origin_ib|destination_ib|pick_up_date_time_ib|delivery_date_time_ib|origin_ob|destination_ob|origin_ob_geo|destination_ob_geo|pick_up_date_time_ob|delivery_date_time_ob|client_name|freight_rate|benefit|state|radius|equipment_type|status|cdty_cd|srvc_cd|carr|pull_tm|schd_drop|contact|weight|email|quantity|cube|total_time|incremental_time|incremental_distance|expense
|25689541|PORTLAND, OR|WARRENTON, OR|06.08.2020 09:00:01|06.08.2020 10:53:23|salem, or|puyallup, wa|44.965541;-123.006606|47.112477;-122.32247|06.08.2020 15:26:36|06.08.2020 19:14:45|PDX FREI|$700|82|OR|75-200|VAN (R)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 10:53:23|503-303-0400||non|non|non|14:25:16|609|354|618
|25689560|PORTLAND, OR|CLE ELUM, WA|06.08.2020 09:00:01|06.08.2020 14:15:42|Tacoma, WA|Portland, OR|47.066193;-122.113223|45.580557;-122.374776|06.08.2020 19:23:17|06.08.2020 23:15:04|LANDSTAR|$500|355|OR|75-200|VAN (F)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 14:15:42|832-303-6234||non|non|non|15:44:01|282|44|145
|25694387|MILWAUKIE, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|ponderay, id|portland, or|48.30476;-116.53305|45.580557;-122.374776|06.08.2020 18:45:23|07.08.2020 02:23:04|EVERGREE|$800|539|OR|200|VAN (FSD)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|509-321-4382|48000|non|non|non|18:52:01|312|134|261
|25695305|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|HAYDEN, ID|WOODBURN, OR|47.773595;-116.74907|45.144415;-122.84521|06.08.2020 17:47:24|07.08.2020 01:24:21|PANHANDL|$681.5|466|OR|200|VAN (F)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|208-263-4603|47000|non|non|non|18:04:22|265|109|215
|25698011|MILWAUKIE, OR|PORTLAND (MALETIS, OR|06.08.2020 09:00:01|06.08.2020 09:18:04|REDDING, CA|PORTLAND, OR|40.704337;-122.387808|45.580557;-122.374776|06.08.2020 18:58:47|07.08.2020 03:06:11|AMERICAN|$1300|148|OR|200|VAN (FSD)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 09:18:04|541-826-5277|48000|non|non|non|19:35:08|1109|667|1152
|25698012|MILWAUKIE, OR|HAYDEN, ID|06.08.2020 09:00:01|06.08.2020 16:16:06|Hermiston, OR|Portland, OR|45.846442;-119.28423|45.580557;-122.374776|06.08.2020 21:23:25|07.08.2020 00:33:33|Client A|$675|612|OR|200|VAN (VVR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 16:16:06|702-985-2254||non|non|non|17:02:30|120|20|63
|25698013|MILWAUKIE, OR|PORTLAND (AB), OR|06.08.2020 09:00:01|06.08.2020 09:35:30|lyle, wa|rainier, or|45.694098;-121.286091|46.054948;-122.95714|06.08.2020 12:17:11|06.08.2020 16:19:36|AAA LOGI|$500|74|OR|75|VAN (HS)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 09:35:30|561-249-4680|8000|non|non|non|09:49:25|489|225|426
|25698014|MILWAUKIE, OR|PORTLAND (MALETIS, OR|06.08.2020 09:00:01|06.08.2020 09:18:04|Redding, CA|Portland, OR|40.704337;-122.387808|45.580557;-122.374776|06.08.2020 18:58:47|07.08.2020 03:06:11|ONE HORN|$1280|128|OR|200|VAN (FSD)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 09:18:04|435-229-6077|48000|non|non|non|19:35:08|1109|667|1152
|25698015|MILWAUKIE, OR|SPOKANE, WA|06.08.2020 09:00:01|06.08.2020 15:34:50|kennewick, wa|portland, or|46.216706;-119.160173|45.580557;-122.374776|06.08.2020 19:29:49|06.08.2020 23:05:37|EVERGREE|$450|403|OR|200|VAN (FSD)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|509-321-4382|48000|non|non|non|15:34:34|115|7|47
|25698027|PORTLAND, OR|FAIRBANKS, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|LEWISTON, ID|THE DALLES, OR|46.388753;-116.98484|45.594257;-121.18944|06.08.2020 19:17:25|07.08.2020 01:08:23|SHASTINA|$500|291|OR|200|VAN (F)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|541-830-8585||non|non|non|18:57:15|317|89|209
