[[ob_order_id]]|shipment_id|origin_ib|destination_ib|pick_up_date_time_ib|delivery_date_time_ib|origin_ob|destination_ob|origin_ob_geo|destination_ob_geo|pick_up_date_time_ob|delivery_date_time_ob|client_name|freight_rate|benefit|state|radius|equipment_type|status|cdty_cd|srvc_cd|carr|pull_tm|schd_drop|contact|weight|email|quantity|cube|total_time|incremental_time|incremental_distance|expense
|25702195|PORTLAND, OR|PUYALLUP, WA|07.08.2020 09:00:01|07.08.2020 11:39:30|PUYALLUP, WA|CAMAS, WA|47.112477;-122.32247|45.60916;-122.40547|07.08.2020 13:29:27|07.08.2020 16:45:16|USA TRUC|$500|410|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 11:39:30|253-765-2075|44853|non|non|non|09:14:45|206|19|90
|25702196|PORTLAND, OR|PENDLETON, OR|07.08.2020 09:00:01|07.08.2020 12:31:08|SELAH, WA|WOODBURN, OR|46.726395;-120.56997|45.144415;-122.84521|07.08.2020 17:15:11|07.08.2020 22:15:14|COVENANT|$700|331|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 12:31:08|423-702-2844||non|non|non|15:16:34|464|183|369
|25702197|PORTLAND, OR|ANCHORAGE, AK|07.08.2020 09:00:01|07.08.2020 11:34:06|SEATTLE, WA|SAINT HELENS, OR|47.64767;-122.39758|45.862489;-122.84824|07.08.2020 13:54:52|07.08.2020 16:55:14|COWAN SY|$600|417|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 11:34:06|929-201-2607|44000|non|non|non|09:46:08|248|86|183
|25705307|MILWAUKIE, OR|UNION GAP, WA|07.08.2020 09:00:01|07.08.2020 16:41:22|SEATTLE, WA|SAINT HELENS, OR|47.64767;-122.39758|45.862489;-122.84824|07.08.2020 22:24:35|08.08.2020 01:24:57|COWAN SY|$600|345|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 16:41:22|929-201-2607|44000|non|non|non|18:16:16|144|176|255
|25705308|MILWAUKIE, OR|RENTON, WA|07.08.2020 09:00:01|07.08.2020 12:24:40|SEATTLE, WA|SAINT HELENS, OR|47.64767;-122.39758|45.862489;-122.84824|07.08.2020 14:49:52|07.08.2020 17:50:14|COWAN SY|$600|488|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 12:24:40|929-201-2607|44000|non|non|non|10:41:33|202|38|112
|25705309|MILWAUKIE, OR|RENTON, WA|07.08.2020 09:00:01|07.08.2020 12:24:40|KENT, WA|PORTLAND, OR|47.432251;-121.803388|45.580557;-122.374776|07.08.2020 13:54:40|07.08.2020 17:21:58|AMERICAN|$500|424|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 12:24:40|253-256-4748||non|non|non|09:50:55|151|22|76
|25705310|MILWAUKIE, OR|EUGENE, OR|07.08.2020 09:00:01|07.08.2020 11:10:50|MOLALLA, OR|ALBANY, OR|45.10799;-122.56555|44.62205;-123.061329|07.08.2020 14:48:53|07.08.2020 16:16:58|HUB HIGH|$500|272|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 11:10:50|412-787-6248||non|non|non|09:37:31|286|114|228
|25705311|MILWAUKIE, OR|ARLINGTON, WA|07.08.2020 09:00:01|07.08.2020 13:27:28|TACOMA, WA|CENTRALIA, WA|47.066193;-122.113223|46.728383;-122.95142|07.08.2020 17:15:30|07.08.2020 19:32:02|PEPSI LO|$500|395|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 13:27:28|888-752-4669||non|non|non|13:19:35|235|23|105
|25705321|PORTLAND, OR|EUGENE, OR|07.08.2020 09:00:01|07.08.2020 11:33:54|SALEM, OR|LONGVIEW, WA|44.965541;-123.006606|46.156082;-122.98043|07.08.2020 14:22:52|07.08.2020 16:09:56|C H ROBI|$500|311|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 11:33:54|833-428-5247|43500|non|non|non|09:17:37|220|98|189
|25705322|PORTLAND, OR|ANCHORAGE, AK|07.08.2020 09:00:01|07.08.2020 11:34:06|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|07.08.2020 13:30:40|07.08.2020 16:34:35|USA TRUC|$443|342|OR|75-200|VAN (V)|ALL|DRYDRAUGHT|#DAY CAB#|#HTN#|07.08.2020 09:00:01|07.08.2020 11:34:06|253-765-2075|45007|non|non|non|08:54:44|197|30|101
