Vehicle|ShipmentId|Backhaul Origin|Backhaul Destination||MatchId|ShipperName|ShipperContact|Match Origin|Match Destination|Inc. miles|Inc. Minutes|Benefit|||Inc Miles|Inc Minutes|Benefit
veh-25633991|25633991|HOUSTON, TX|AUSTIN, TX||25633991-493|RT & T L|815-261-1217|PASADENA, TX|EAST BERNARD, TX|99.116407968484|238|145.661305263856||Match 1|5813.65963686977|16153|38999.0519390889
veh-25633991||||||||||||||Match 2|2106.91712130439|6877|14705.0898306138
veh-25633991||||||||||||||Match 3|0|0|0
veh-25633991||||||||||||||Match 4|0|0|0
veh-25633991||||||||||||||Match 5|0|0|0
veh-25633998|25633998|HOUSTON, TX|AUSTIN, TX||25633998-12|FETCH LO|866-383-0030|BRENHAM, TX|KATY, TX|11.2536816334647|139|414.943322339178|||||
veh-25633998|||||||||||||||||
veh-25633998|||||||||||||||||
veh-25633998|||||||||||||||||
veh-25633998|||||||||||||||||
veh-25634006|25634006|HOUSTON, TX|FORT WORTH, TX||25634006-28|LANDSTAR|713-357-5262|DALLAS, TX|HOUSTON, TX|25.8012601439099|155|1118.50784636352|||||
veh-25634006|25634006|HOUSTON, TX|FORT WORTH, TX||25634006-534|ARPCO TR|817-756-1851|WILMER, TX|HOUSTON, TX|19.6161159232978|150|527.452983210509|||||
veh-25634006|||||||||||||||||
veh-25634006|||||||||||||||||
veh-25634006|||||||||||||||||
veh-25634014|25634014|HOUSTON, TX|SAN ANTONIO, TX||25634014-498|LANDSTAR|551-230-3777|SAN ANTONIO, TX|HOUSTON, TX|26.1802975132663|157|697.401915601012|||||
veh-25634014|||||||||||||||||
veh-25634014|||||||||||||||||
veh-25634014|||||||||||||||||
veh-25634014|||||||||||||||||
veh-25634016|25634016|HOUSTON, TX|SAN ANTONIO, TX||25634016-229|LOGISTIC|716-308-6118|SAN ANTONIO, TX|HOUSTON, TX|26.1802975132663|157|697.401915601012|||||
veh-25634016|||||||||||||||||
veh-25634016|||||||||||||||||
veh-25634016|||||||||||||||||
veh-25634016|||||||||||||||||
veh-25634017|25634017|HOUSTON, TX|SAN ANTONIO, TX||25634017-348|XPO LOGI|214-937-0032|SAN ANTONIO, TX|HOUSTON, TX|26.1802975132663|157|697.401915601012|||||
veh-25634017|||||||||||||||||
veh-25634017|||||||||||||||||
veh-25634017|||||||||||||||||
veh-25634017|||||||||||||||||
veh-25634024|25634024|HOUSTON, TX|DALLAS, TX||25634024-404|REDWOOD|312-698-8300|LANCASTER, TX|HOUSTON, TX|14.6991934581878|150|533.254951719338|||||
veh-25634024|25634024|HOUSTON, TX|DALLAS, TX||25634024-292|LANDSTAR|713-357-5262|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25634024|||||||||||||||||
veh-25634024|||||||||||||||||
veh-25634024|||||||||||||||||
veh-25634025|25634025|HOUSTON, TX|DALLAS, TX||25634025-426|LANDSTAR|713-357-5262|DALLAS, TX|HOUSTON, TX|9.18264630221085|138|625.716477363391|||||
veh-25634025|25634025|HOUSTON, TX|DALLAS, TX||25634025-303|HUB HIGH|412-787-6210|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|529.051090774272|||||
veh-25634025|||||||||||||||||
veh-25634025|||||||||||||||||
veh-25634025|||||||||||||||||
veh-25639588|25639588|HOUSTON, TX|AUSTIN, TX||25639588-420|FETCH LO|866-383-0030|BRENHAM, TX|KATY, TX|11.2536816334647|139|414.943322339178|||||
veh-25639588|||||||||||||||||
veh-25639588|||||||||||||||||
veh-25639588|||||||||||||||||
veh-25639588|||||||||||||||||
veh-25641981|||||||||||||||||
veh-25641981|||||||||||||||||
veh-25641981|||||||||||||||||
veh-25641981|||||||||||||||||
veh-25641981|||||||||||||||||
veh-25642160|||||||||||||||||
veh-25642160|||||||||||||||||
veh-25642160|||||||||||||||||
veh-25642160|||||||||||||||||
veh-25642160|||||||||||||||||
veh-25649038|25649038|HOUSTON, TX|SAN ANTONIO, TX||25649038-220|LANDSTAR|551-230-3777|SAN ANTONIO, TX|HOUSTON, TX|26.1802975132663|157|697.401915601012|||||
veh-25649038|||||||||||||||||
veh-25649038|||||||||||||||||
veh-25649038|||||||||||||||||
veh-25649038|||||||||||||||||
veh-25649041|25649041|HOUSTON, TX|SAN ANTONIO, TX||25649041-497|XPO LOGI|214-937-0032|SAN ANTONIO, TX|HOUSTON, TX|26.1802975132663|157|697.401915601012|||||
veh-25649041|||||||||||||||||
veh-25649041|||||||||||||||||
veh-25649041|||||||||||||||||
veh-25649041|||||||||||||||||
veh-25649043|25649043|HOUSTON, TX|SAN ANTONIO, TX||25649043-221|J H ROSE|956-217-5263|SAN ANTONIO, TX|HOUSTON, TX|26.1802975132663|157|697.401915601012|||||
veh-25649043|||||||||||||||||
veh-25649043|||||||||||||||||
veh-25649043|||||||||||||||||
veh-25649043|||||||||||||||||
veh-25650460|||||||||||||||||
veh-25650460|||||||||||||||||
veh-25650460|||||||||||||||||
veh-25650460|||||||||||||||||
veh-25650460|||||||||||||||||
veh-25652040|||||||||||||||||
veh-25652040|||||||||||||||||
veh-25652040|||||||||||||||||
veh-25652040|||||||||||||||||
veh-25652040|||||||||||||||||
veh-25652045|25652045|HOUSTON, TX|AUSTIN, TX||25652045-281|FETCH LO|866-383-0030|BRENHAM, TX|KATY, TX|11.2536816334647|139|414.943322339178|||||
veh-25652045|||||||||||||||||
veh-25652045|||||||||||||||||
veh-25652045|||||||||||||||||
veh-25652045|||||||||||||||||
veh-25652063|||||||||||||||||
veh-25652063|||||||||||||||||
veh-25652063|||||||||||||||||
veh-25652063|||||||||||||||||
veh-25652063|||||||||||||||||
veh-25652079|||||||||||||||||
veh-25652079|||||||||||||||||
veh-25652079|||||||||||||||||
veh-25652079|||||||||||||||||
veh-25652079|||||||||||||||||
veh-25652101|25652101|HOUSTON, TX|VICTORIA, TX||25652101-203|ELITE TR|878-999-2874|MISSOURI CITY, TX|HOUSTON, TX|13.7621633713199|148|1035.01931388851|||||
veh-25652101|||||||||||||||||
veh-25652101|||||||||||||||||
veh-25652101|||||||||||||||||
veh-25652101|||||||||||||||||
veh-25652120|||||||||||||||||
veh-25652120|||||||||||||||||
veh-25652120|||||||||||||||||
veh-25652120|||||||||||||||||
veh-25652120|||||||||||||||||
veh-25652122|25652122|HOUSTON, TX|FORT WORTH, TX||25652122-392|LANDSTAR|713-357-5262|DALLAS, TX|HOUSTON, TX|25.8012601439099|155|600.50784636352|||||
veh-25652122|25652122|HOUSTON, TX|FORT WORTH, TX||25652122-32|RED RIVE|817-697-4310|DALLAS, TX|HUMBLE, TX|22.8913716181789|147|424.576181490549|||||
veh-25652122|||||||||||||||||
veh-25652122|||||||||||||||||
veh-25652122|||||||||||||||||
veh-25652140|25652140|HOUSTON, TX|DALLAS, TX||25652140-391|US XPRES|312-660-2222|WILMER, TX|DAYTON, TX|43.5799768849342|174|576.271627275778|||||
veh-25652140|25652140|HOUSTON, TX|DALLAS, TX||25652140-302|HUB HIGH|412-787-6210|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|529.051090774272|||||
veh-25652140|||||||||||||||||
veh-25652140|||||||||||||||||
veh-25652140|||||||||||||||||
veh-25652146|25652146|HOUSTON, TX|DALLAS, TX||25652146-536|US XPRES|312-660-2222|WILMER, TX|DAYTON, TX|43.5799768849342|174|576.271627275778|||||
veh-25652146|25652146|HOUSTON, TX|DALLAS, TX||25652146-67|HUB HIGH|412-787-6210|FLOWER MOUND, TX|HOUSTON, TX|55.9713919992046|191|529.051090774272|||||
veh-25652146|||||||||||||||||
veh-25652146|||||||||||||||||
veh-25652146|||||||||||||||||
veh-25652165|||||||||||||||||
