[[ob_order_id]],shipment_id,origin_ib,destination_ib,pick_up_date_time_ib,delivery_date_time_ib,origin_ob,destination_ob,origin_ob_geo,destination_ob_geo,pick_up_date_time_ob,delivery_date_time_ob,client_name,freight_rate,benefit,state,radius,equipment_type,status,cdty_cd,srvc_cd,carr,pull_tm,schd_drop,contact,weight,email,quantity,cube,total_time,incremental_time,incremental_distance,expense
,25639289,"HOUSTON, TX","DALLAS, TX",28.07.2020 09:00:01,28.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.767268;-96.777626,29.83399;-95.434241,28.07.2020 15:12:01,28.07.2020 19:29:36,SCHNEIDE,$825,771,TX,#N/A,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:32:27,800-558-3957,42500,non,non,non,11:55:01,141,6,54
,25656083,"HOUSTON, TX","DALLAS, TX",28.07.2020 09:00:01,28.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.767268;-96.777626,29.83399;-95.434241,28.07.2020 15:12:01,28.07.2020 19:29:36,COWAN SY,$800,746,TX,#N/A,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:32:27,866-385-4203,41900,non,non,non,11:55:01,141,6,54
,25658775,"HOUSTON, TX","SAN ANTONIO, TX",28.07.2020 09:00:01,28.07.2020 12:38:05,"SAN ANTONIO, TX","HOUSTON, TX",29.437532;-98.461582,29.83399;-95.434241,28.07.2020 14:23:47,28.07.2020 17:57:10,COYOTE L,$1100,1040,TX,#N/A,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 12:38:05,773-799-2118,40000,non,non,non,10:22:35,157,7,60
,25663864,"HOUSTON, TX","DALLAS, TX",28.07.2020 09:00:01,28.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.767268;-96.777626,29.83399;-95.434241,28.07.2020 15:12:01,28.07.2020 19:29:36,ARPCO TR,$700,646,TX,#N/A,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:32:27,817-424-5460,,non,non,non,11:55:01,141,6,54
,25663865,"HOUSTON, TX","DALLAS, TX",28.07.2020 09:00:01,28.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.767268;-96.777626,29.83399;-95.434241,28.07.2020 15:12:01,28.07.2020 19:29:36,COVENANT,$682,628,TX,#N/A,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:32:27,423-702-2844,,non,non,non,11:55:01,141,6,54
,25663866,"HOUSTON, TX","DALLAS, TX",28.07.2020 09:00:01,28.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.767268;-96.777626,29.83399;-95.434241,28.07.2020 15:12:01,28.07.2020 19:29:36,REDWOOD,$682,628,TX,#N/A,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:32:27,312-698-8300,,non,non,non,11:55:01,141,6,54
,25663869,"HOUSTON, TX","DALLAS, TX",28.07.2020 09:00:01,28.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.767268;-96.777626,29.83399;-95.434241,28.07.2020 15:12:01,28.07.2020 19:29:36,BEDROCK,$682,628,TX,#N/A,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:32:27,469-238-0320,44000,non,non,non,11:55:01,141,6,54
,25663961,"HOUSTON, TX","LAKE CHARLES, LA",28.07.2020 09:00:01,28.07.2020 10:53:21,"PORT ARTHUR, TX","HOUSTON, TX",29.962144;-93.867932,29.83399;-95.434241,28.07.2020 12:46:25,28.07.2020 14:41:22,BEDROCK,$434,338,TX,#N/A,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 10:53:21,214-865-6611,44000,non,non,non,07:06:47,170,34,96
,25663963,"HOUSTON, TX","LAKE CHARLES, LA",28.07.2020 09:00:01,28.07.2020 10:53:21,"PORT ARTHUR, TX","HOUSTON, TX",29.962144;-93.867932,29.83399;-95.434241,28.07.2020 12:46:25,28.07.2020 14:41:22,BEDROCK,$434,338,TX,#N/A,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 10:53:21,214-865-6611,44000,non,non,non,07:06:47,170,34,96
,25664015,"HOUSTON, TX","CORPUS CHRISTI, TX",28.07.2020 09:00:01,28.07.2020 13:34:13,"GREGORY, TX","INGLESIDE, TX",27.920604;-97.29248,27.866143;-97.20712,28.07.2020 15:31:11,28.07.2020 15:45:53,COLUMBIA,$700,644,TX,#N/A,VAN (V),ALL,DRYDRAUGHT,#DAY CAB#,#HTN#,28.07.2020 09:00:01,28.07.2020 13:34:13,616-514-6018,38000,non,non,non,11:58:24,140,8,56
