Vehicle,ShipmentId,Backhaul Origin,Backhaul Destination,,MatchId,ShipperName,ShipperContact,Match Origin,Match Destination,Inc. miles,Inc. Minutes,Benefit
veh-25639289,25639289,"HOUSTON, TX","DALLAS, TX",,25639289-364,SCHNEIDE,800-558-3957,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,771.431970720917
veh-25639289,25639289,"HOUSTON, TX","DALLAS, TX",,25639289-359,HA LOGIS,866-527-1001,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,628.431970720917
veh-25656083,25656083,"HOUSTON, TX","DALLAS, TX",,25656083-360,COWAN SY,866-385-4203,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,746.431970720917
veh-25656083,25656083,"HOUSTON, TX","DALLAS, TX",,25656083-358,JAS LOGI,210-451-7709,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,628.431970720917
veh-25658775,25658775,"HOUSTON, TX","SAN ANTONIO, TX",,25658775-321,COYOTE L,773-799-2118,SAN ANTONIO; TX,HOUSTON; TX,7.38066536592641,157,1039.58548153487
veh-25663864,25663864,"HOUSTON, TX","DALLAS, TX",,25663864-425,ARPCO TR,817-424-5460,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,646.431970720917
veh-25663864,25663864,"HOUSTON, TX","DALLAS, TX",,25663864-52,COWAN SY,866-385-4203,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,628.431970720917
veh-25663865,25663865,"HOUSTON, TX","DALLAS, TX",,25663865-432,COVENANT,423-702-2844,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,628.431970720917
veh-25663865,25663865,"HOUSTON, TX","DALLAS, TX",,25663865-381,TOTAL QU,800-580-3101,GRAND PRAIRIE; TX,HOUSTON; TX,6.04409260939267,141,602.431970720917
veh-25663866,25663866,"HOUSTON, TX","DALLAS, TX",,25663866-437,REDWOOD,312-698-8300,DALLAS; TX,HOUSTON; TX,6.04409260939267,141,628.431970720917
veh-25663866,25663866,"HOUSTON, TX","DALLAS, TX",,25663866-137,COYOTE L,773-799-2118,GRAND PRAIRIE; TX,HOUSTON; TX,6.04409260939267,141,602.431970720917
