_id_|RATE POSTED|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|Origin State|DEST CITY|Dest State|Weight
1542064365|650|KING OF |316-530-8169|F|DAILY|Payette|ID|Clackamas|OR|47000
1545743500|1280|ONE HORN|435-229-6077|FSD|DAILY|Redding|CA|Portland|OR|48000
1548734089||LANDSTAR|832-303-6234|F|DAILY|Tacoma|WA|Eugene|OR|
1548734095||LANDSTAR|832-303-6234|F|DAILY|Tacoma|WA|Bend|OR|
1548734101||LANDSTAR|832-303-6234|F|DAILY|Tacoma|WA|Portland|OR|
1548734110||LANDSTAR|832-303-6234|F|DAILY|Tacoma|WA|Tigard|OR|
1551510738|560|Murphy C|541-461-1209|F|DAILY|Elma|WA|Sutherlin|OR|65000
1551510814|450|Murphy C|541-461-1209|F|DAILY|Elma|WA|Eugene|OR|65000
1554054141|400|DMX LOGI|541-973-2665|F|DAILY|Klamath Falls|OR|Drain|OR|48000
1557288923|800|PDX FREI|503-303-0400|FVR|DAILY|portland|or|portland|OR|
1560248535||ERH LOGI|205-957-3525|FSD|DAILY|SHASTA LAKE|CA|Sweet Home|OR|46000
1560248584|1100|ERH LOGI|205-957-3525|FSD|DAILY|SHASTA LAKE|CA|Washougal|WA|45000
1560249050||ERH LOGI|205-957-3525|FSD|DAILY|SHASTA LAKE|CA|Prineville|OR|46000
1560252243||ERH LOGI|205-957-3525|FSD|DAILY|BURNEY|CA|Seattle|WA|46000
1562546217||ERH LOGI|205-957-3525|FSD|DAILY|SHASTA LAKE|CA|Seattle|WA|47000
1562552320|1100|ERH LOGI|205-957-3525|FSD|DAILY|ANDERSON|CA|Washougal|WA|45000
1562552653||ERH LOGI|205-957-3525|FSD|DAILY|ANDERSON|CA|Woodburn|OR|45000
1562553580|1100|ERH LOGI|205-957-3525|FSD|DAILY|ANDERSON|CA|PORTLAND|OR|45000
1562783023|700|PDX FREI|503-303-0400|R|DAILY|salem|or|puyallup|wa|
1568164068|450|EVERGREE|509-321-4382|FSD|DAILY|kennewick|wa|portland|or|48000
1568366365||SHASTINA|541-830-8585|F|DAILY|LEWISTON|ID|THE DALLES|OR|
1568504419|1250|BROTHERS|541-727-7799|F|DAILY|Redding|CA|Portland|OR|48000
1570837653|400|EVERGREE|509-321-4382|FSDV|DAILY|PARKER|WA|SEATTLE|WA|44500
1570837654|400|EVERGREE|509-321-4382|CONG|DAILY|PARKER|WA|SEATTLE|WA|44500
1571884252|1300|AMERICAN|541-826-5277|FSD|DAILY|REDDING|CA|PORTLAND|OR|48000
1574088799||TOTAL QU|800-580-3101|V|DAILY|Algona|WA|Puyallup|WA|19000
1575170923||PACWEST |360-773-8159|V|DAILY|Portland|OR|Portland|OR|
1575231355|725|Client A|702-985-2254|VVR|DAILY|Hermiston|OR|Seattle|WA|
