[[ob_order_id]],shipment_id,origin_ib,destination_ib,pick_up_date_time_ib,delivery_date_time_ib,origin_ob,destination_ob,origin_ob_geo,destination_ob_geo,pick_up_date_time_ob,delivery_date_time_ob,client_name,freight_rate,benefit,state,radius,equipment_type,status,cdty_cd,srvc_cd,carr,pull_tm,schd_drop,contact,weight,email,quantity,cube,total_time,incremental_time,incremental_distance,expense
,25637994,"HOUSTON, TX","LAPORTE, TX",30.07.2020 09:00:01,30.07.2020 09:25:25,"PASADENA, TX","HOUSTON, TX",29.656919;-95.138827,29.74475;-95.362966,30.07.2020 11:09:52,30.07.2020 11:31:25,EPES LOG,$441,377,TX,75,VAN (V),ALL,DRYDRAUGHT,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 09:25:25,800-659-1117,38354,non,non,non,03:45:39,145,14,64
,25673385,"HOUSTON, TX","FORT WORTH, TX",30.07.2020 09:00:01,30.07.2020 14:21:27,"MANSFIELD, TX","HOUSTON, TX",32.57701;-97.13485,29.74475;-95.362966,30.07.2020 16:17:27,30.07.2020 21:04:35,TTS LLC,$663,617,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:21:27,817-728-5525,8000,non,non,non,13:18:49,126,3,46
,25675946,"HOUSTON, TX","SAN ANTONIO, TX",30.07.2020 09:00:01,30.07.2020 12:38:05,"LAREDO, TX","JERSEY VILLAGE, TX",27.537555;-99.480231,29.890544;-95.584744,30.07.2020 18:05:28,30.07.2020 23:42:09,C H ROBI,$1000,502,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 12:38:05,833-428-5247,44000,non,non,non,16:17:20,511,280,498
,25675948,"HOUSTON, TX","ALEXANDRIA, LA",30.07.2020 09:00:01,30.07.2020 13:15:56,"MESQUITE, TX","HOUSTON, TX",32.759609;-96.591751,29.74475;-95.362966,30.07.2020 19:57:51,31.07.2020 00:18:00,BECKER L,$651,126,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:15:56,630-529-0700,45000,non,non,non,16:32:14,450,319,525
,25675959,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"BROWNSVILLE, TX","HOUSTON, TX",25.907027;-97.484794,29.74475;-95.362966,30.07.2020 18:15:23,31.07.2020 00:41:27,RECOUP I,$1036,542,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,732-744-1411,40094,non,non,non,16:55:41,437,296,494
,25675960,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"LAREDO, TX","HOUSTON, TX",27.537555;-99.480231,29.74475;-95.362966,30.07.2020 17:33:35,30.07.2020 22:56:49,NATIONWI,$846,462,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,916-883-2624,,non,non,non,15:11:03,333,233,384
,25675961,"HOUSTON, TX","COMMERCE, TX",30.07.2020 09:00:01,30.07.2020 14:37:44,"DALLAS, TX","HOUSTON, TX",32.787629;-96.79941,29.74475;-95.362966,30.07.2020 17:28:50,30.07.2020 21:49:14,TOTAL QU,$682,586,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:37:44,800-580-3101,44455,non,non,non,14:03:28,138,43,96
,25675963,"HOUSTON, TX","BATON ROUGE, LA",30.07.2020 09:00:01,30.07.2020 11:59:10,"DALLAS, TX","HOUSTON, TX",32.787629;-96.79941,29.74475;-95.362966,30.07.2020 17:59:17,30.07.2020 22:19:41,TOTAL QU,$682,95,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:59:10,800-580-3101,30000,non,non,non,14:33:55,486,362,587
,25675965,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"DALLAS, TX","HOUSTON, TX",32.787629;-96.79941,29.74475;-95.362966,30.07.2020 15:10:33,30.07.2020 19:30:57,TOTAL QU,$682,635,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,800-580-3101,42000,non,non,non,11:45:11,131,4,47
,25675966,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"LAREDO, TX","HOUSTON, TX",27.537555;-99.480231,29.74475;-95.362966,30.07.2020 17:33:35,30.07.2020 22:56:49,LANDSTAR,$846,462,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,479-765-0500,15000,non,non,non,15:11:03,333,233,384
