[[ob_order_id]],shipment_id,origin_ib,destination_ib,pick_up_date_time_ib,delivery_date_time_ib,origin_ob,destination_ob,origin_ob_geo,destination_ob_geo,pick_up_date_time_ob,delivery_date_time_ob,client_name,freight_rate,benefit,state,radius,equipment_type,status,cdty_cd,srvc_cd,carr,pull_tm,schd_drop,contact,weight,email,quantity,cube,total_time,incremental_time,incremental_distance,expense
,25673385,"HOUSTON, TX","FORT WORTH, TX",30.07.2020 09:00:01,30.07.2020 14:21:27,"FORT WORTH, TX","HOUSTON, TX",32.746761;-97.319775,29.74475;-95.362966,30.07.2020 16:14:25,30.07.2020 21:19:05,PLS LOGI,$682,608,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:21:27,469-513-4854,44500,non,non,non,13:33:19,141,24,74
,25675946,"HOUSTON, TX","SAN ANTONIO, TX",30.07.2020 09:00:01,30.07.2020 12:38:05,"LAREDO, TX","HOUSTON, TX",27.537555;-99.480231,29.74475;-95.362966,30.07.2020 18:05:28,30.07.2020 23:28:42,RED CLAS,$846,381,TX,200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 12:38:05,469-786-2605,,non,non,non,15:42:56,477,261,465
,25675948,"HOUSTON, TX","ALEXANDRIA, LA",30.07.2020 09:00:01,30.07.2020 13:15:56,"MESQUITE, TX","CONROE, TX",32.759609;-96.591751,30.31493;-95.471634,30.07.2020 19:57:51,30.07.2020 23:37:21,BECKER L,$630,109,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:15:56,630-529-0700,45000,non,non,non,16:28:26,447,317,521
,25675959,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"LAREDO, TX","HOUSTON, TX",27.537555;-99.480231,29.74475;-95.362966,30.07.2020 17:33:35,30.07.2020 22:56:49,LOKE GLO,$846,462,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,952-583-9271,44020,non,non,non,15:11:03,333,233,384
,25675960,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"LAREDO, TX","NEW BRAUNFELS, TX",27.537555;-99.480231,29.697358;-98.123094,30.07.2020 17:33:35,30.07.2020 21:42:01,INFINITE,$772,294,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,956-267-7569,42000,non,non,non,16:56:09,438,283,478
,25675961,"HOUSTON, TX","COMMERCE, TX",30.07.2020 09:00:01,30.07.2020 14:37:44,"CARROLLTON, TX","HOUSTON, TX",32.982315;-96.929856,29.74475;-95.362966,30.07.2020 17:42:49,30.07.2020 22:26:03,WATCO SU,$665,531,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:37:44,913-601-4135,44000,non,non,non,14:40:17,175,64,134
,25675963,"HOUSTON, TX","BATON ROUGE, LA",30.07.2020 09:00:01,30.07.2020 11:59:10,"SUNNYVALE, TX","SEALY, TX",32.799805;-96.564867,29.774012;-96.155017,30.07.2020 17:56:47,30.07.2020 23:15:23,LANDSTAR,$639,-27,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:59:10,346-330-2444,40000,non,non,non,16:17:50,590,400,666
,25675965,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"CARROLLTON, TX","HOUSTON, TX",32.982315;-96.929856,29.74475;-95.362966,30.07.2020 15:29:30,30.07.2020 20:12:44,HUB HIGH,$665,573,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,412-787-6210,42000,non,non,non,12:26:58,173,30,92
,25675966,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"LAREDO, TX","HOUSTON, TX",27.537555;-99.480231,29.74475;-95.362966,30.07.2020 17:33:35,30.07.2020 22:56:49,REDWOOD,$800,416,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,737-238-4634,43000,non,non,non,15:11:03,333,233,384
,25675968,"HOUSTON, TX","BATON ROUGE, LA",30.07.2020 09:00:01,30.07.2020 11:59:10,"MALAKOFF, TX","HOUSTON, TX",32.173812;-96.010377,29.74475;-95.362966,30.07.2020 16:50:59,30.07.2020 20:44:55,TRI-STAT,$450,24,TX,200,VAN (FSDV),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:59:10,843-407-7919,,non,non,non,12:59:09,391,252,426
,25675969,"HOUSTON, TX","SHREVEPORT, LA",30.07.2020 09:00:01,30.07.2020 14:37:59,"CARROLLTON, TX","HOUSTON, TX",32.982315;-96.929856,29.74475;-95.362966,30.07.2020 19:59:27,31.07.2020 00:42:41,HUB HIGH,$665,321,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:37:59,844-887-4582,42000,non,non,non,16:56:55,311,204,344
