[[ob_order_id]],shipment_id,origin_ib,destination_ib,pick_up_date_time_ib,delivery_date_time_ib,origin_ob,destination_ob,origin_ob_geo,destination_ob_geo,pick_up_date_time_ob,delivery_date_time_ob,client_name,freight_rate,benefit,state,radius,equipment_type,status,cdty_cd,srvc_cd,carr,pull_tm,schd_drop,contact,weight,email,quantity,cube,total_time,incremental_time,incremental_distance,expense
,25637994,"HOUSTON, TX","LAPORTE, TX",30.07.2020 09:00:01,30.07.2020 09:25:25,"HOUSTON, TX","SPRING, TX",29.74475;-95.362966,30.059207;-95.388579,30.07.2020 11:27:11,30.07.2020 12:05:10,RED RIVE,$800,671,TX,75,VAN (VR),ALL,DRYDRAUGHT,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 09:25:25,817-697-4310,45000,non,non,non,04:42:57,203,53,129
,25673385,"HOUSTON, TX","FORT WORTH, TX",30.07.2020 09:00:01,30.07.2020 14:21:27,"HUTCHINS, TX","HOUSTON, TX",32.661711;-96.726832,29.74475;-95.362966,30.07.2020 16:38:51,30.07.2020 20:57:25,C H ROBI,$1200,1136,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:21:27,833-428-5247,40000,non,non,non,13:11:39,119,21,64
,25675931,"HOUSTON, TX","HOUSTON, TX",30.07.2020 09:00:01,30.07.2020 09:18:47,"HOUSTON, TX","HUMBLE, TX",29.74475;-95.362966,29.999389;-95.270574,30.07.2020 10:58:04,30.07.2020 11:18:58,SCOTLYNN,$600,510,TX,75,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 09:18:47,239-210-3000,17304,non,non,non,03:44:13,156,32,90
,25675946,"HOUSTON, TX","SAN ANTONIO, TX",30.07.2020 09:00:01,30.07.2020 12:38:05,"SAN ANTONIO, TX","GALVESTON, TX",29.451246;-98.530923,29.305481;-94.772699,30.07.2020 14:16:52,30.07.2020 19:27:07,TTS LLC,$1200,997,TX,75-200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 12:38:05,972-924-9919,,non,non,non,12:28:34,283,93,203
,25675948,"HOUSTON, TX","ALEXANDRIA, LA",30.07.2020 09:00:01,30.07.2020 13:15:56,"HOUSTON, TX","HUMBLE, TX",29.74475;-95.362966,29.999389;-95.270574,30.07.2020 18:07:42,30.07.2020 18:28:36,SCOTLYNN,$600,516,TX,75-200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:15:56,239-210-3000,,non,non,non,10:53:51,112,40,84
,25675959,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"SAN ANTONIO, TX","AUSTIN, TX",29.451246;-98.530923,30.334461;-97.691605,30.07.2020 18:01:22,30.07.2020 19:42:51,AMINO TR,$884,583,TX,75-200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,972-330-2804,43500,non,non,non,14:45:48,308,169,301
,25675960,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"SAN ANTONIO, TX","AUSTIN, TX",29.451246;-98.530923,30.334461;-97.691605,30.07.2020 18:01:22,30.07.2020 19:42:51,AMINO TR,$884,583,TX,75-200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,972-330-2804,25052,non,non,non,14:45:48,308,169,301
,25675961,"HOUSTON, TX","COMMERCE, TX",30.07.2020 09:00:01,30.07.2020 14:37:44,"MANSFIELD, TX","HOUSTON, TX",32.57701;-97.13485,29.74475;-95.362966,30.07.2020 18:12:54,30.07.2020 23:00:02,TTS LLC,$1000,845,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:37:44,817-728-5525,42000,non,non,non,15:14:16,209,73,155
,25675963,"HOUSTON, TX","BATON ROUGE, LA",30.07.2020 09:00:01,30.07.2020 11:59:10,"HOUSTON, TX","DAYTON, TX",29.74475;-95.362966,30.041763;-94.893422,30.07.2020 16:40:34,30.07.2020 17:17:45,WATCO SU,$700,547,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:59:10,479-717-6600,45000,non,non,non,09:51:48,204,73,153
,25675965,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"FORT WORTH, TX","HOUSTON, TX",32.746761;-97.319775,29.74475;-95.362966,30.07.2020 15:41:35,30.07.2020 20:46:15,PLS LOGI,$850,719,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,469-513-4854,,non,non,non,13:00:29,206,54,131
,25675966,"HOUSTON, TX","CORPUS CHRISTI, TX",30.07.2020 09:00:01,30.07.2020 13:34:13,"SAN ANTONIO, TX","LA PORTE, TX",29.451246;-98.530923,29.671039;-95.057841,30.07.2020 18:01:22,30.07.2020 21:59:12,C H ROBI,$850,569,TX,75-200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:34:13,833-428-5247,,non,non,non,14:24:21,286,158,281
,25675967,"HOUSTON, TX","PASADENA, TX",30.07.2020 09:00:01,30.07.2020 09:18:28,"PASADENA, TX","HUMBLE, TX",29.656919;-95.138827,29.999389;-95.270574,30.07.2020 10:55:57,30.07.2020 11:31:43,SCOTLYNN,$600,494,TX,75,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 09:18:28,239-210-3000,,non,non,non,03:56:58,171,42,106
,25675968,"HOUSTON, TX","BATON ROUGE, LA",30.07.2020 09:00:01,30.07.2020 11:59:10,"HOUSTON, TX","DAYTON, TX",29.74475;-95.362966,30.041763;-94.893422,30.07.2020 16:40:34,30.07.2020 17:17:45,WATCO SU,$604,451,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:59:10,479-717-6600,45000,non,non,non,09:51:48,204,73,153
,25675969,"HOUSTON, TX","SHREVEPORT, LA",30.07.2020 09:00:01,30.07.2020 14:37:59,"HOUSTON, TX","DAYTON, TX",29.74475;-95.362966,30.041763;-94.893422,30.07.2020 21:20:54,30.07.2020 21:58:05,WATCO SU,$604,478,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:37:59,479-717-6600,,non,non,non,14:32:08,166,60,126
,25675970,"HOUSTON, TX","AUSTIN, TX",30.07.2020 09:00:01,30.07.2020 11:54:57,"SAN ANTONIO, TX","TOMBALL, TX",29.451246;-98.530923,30.099676;-95.615117,30.07.2020 15:14:40,30.07.2020 19:13:02,MOUNTAIN,$850,548,TX,75-200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:54:57,817-552-1910,1400,non,non,non,12:02:53,343,160,302
,25675972,"HOUSTON, TX","DALLAS, TX",30.07.2020 09:00:01,30.07.2020 13:32:27,"HUTCHINS, TX","HOUSTON, TX",32.661711;-96.726832,29.74475;-95.362966,30.07.2020 15:22:14,30.07.2020 19:40:48,C H ROBI,$700,643,TX,200,VAN (V),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:32:27,833-428-5247,17304,non,non,non,11:55:02,141,9,57
,25675973,"HOUSTON, TX","VICTORIA, TX",30.07.2020 09:00:01,30.07.2020 11:23:12,"HOUSTON, TX","SPRING, TX",29.74475;-95.362966,30.059207;-95.388579,30.07.2020 15:16:37,30.07.2020 15:54:36,RED RIVE,$603,491,TX,75-200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 11:23:12,817-697-4310,43700,non,non,non,08:32:23,196,40,112
,25675974,"HOUSTON, TX","ALEXANDRIA, LA",30.07.2020 09:00:01,30.07.2020 13:15:56,"HOUSTON, TX","HUNTSVILLE, TX",29.74475;-95.362966,30.71794;-95.569723,30.07.2020 18:07:42,30.07.2020 19:28:07,NT LOGIS,$700,453,TX,75-200,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 13:15:56,469-362-5050,,non,non,non,12:48:37,227,146,247
,25675975,"HOUSTON, TX","SHREVEPORT, LA",30.07.2020 09:00:01,30.07.2020 14:37:59,"MALAKOFF, TX","HOUSTON, TX",32.173812;-96.010377,29.74475;-95.362966,30.07.2020 18:58:58,30.07.2020 22:52:54,RAPID TR,$623,460,TX,200,VAN (VF),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 14:37:59,615-867-9902,44000,non,non,non,15:07:08,201,82,163
,25675976,"HOUSTON, TX","HOUSTON, TX",30.07.2020 09:00:01,30.07.2020 09:18:47,"HOUSTON, TX","CONROE, TX",29.74475;-95.362966,30.31493;-95.471634,30.07.2020 10:58:04,30.07.2020 11:47:16,SCOTLYNN,$597,433,TX,75,VAN (VR),ALL,DRY,#DAY CAB#,#HTN#,30.07.2020 09:00:01,30.07.2020 09:18:47,239-210-3000,20000,non,non,non,04:38:21,211,80,164
