[[ob_order_id]]|shipment_id|origin_ib|destination_ib|pick_up_date_time_ib|delivery_date_time_ib|origin_ob|destination_ob|origin_ob_geo|destination_ob_geo|pick_up_date_time_ob|delivery_date_time_ob|client_name|freight_rate|benefit|state|radius|equipment_type|status|cdty_cd|srvc_cd|carr|pull_tm|schd_drop|contact|weight|email|quantity|cube|total_time|incremental_time|incremental_distance|expense
|25689541|PORTLAND, OR|WARRENTON, OR|06.08.2020 09:00:01|06.08.2020 10:53:23|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|06.08.2020 16:44:27|06.08.2020 19:48:22|USA TRUC|$443|27|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 10:53:23|253-765-2075|43927|non|non|non|12:17:19|481|218|416
|25689560|PORTLAND, OR|CLE ELUM, WA|06.08.2020 09:00:01|06.08.2020 14:15:42|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|06.08.2020 17:51:38|06.08.2020 20:55:33|USA TRUC|$443|357|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 14:15:42|253-765-2075|45007|non|non|non|13:24:30|143|33|86
|25693055|PORTLAND, OR|WARRENTON, OR|06.08.2020 09:00:01|06.08.2020 10:53:23|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|06.08.2020 16:44:27|06.08.2020 19:48:22|USA TRUC|$443|27|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 10:53:23|253-765-2075|45007|non|non|non|12:17:19|481|218|416
|25694387|MILWAUKIE, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|SELAH, WA|FOREST GROVE, OR|46.726395;-120.56997|45.541009;-123.13043|06.08.2020 21:35:17|07.08.2020 02:34:49|MX LOGIS|$500|269|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|541-816-4376|42000|non|non|non|19:31:19|352|97|231
|25695305|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|06.08.2020 22:22:09|07.08.2020 01:26:04|USA TRUC|$443|217|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|253-765-2075|45007|non|non|non|17:55:01|255|120|226
|25698012|MILWAUKIE, OR|HAYDEN, ID|06.08.2020 09:00:01|06.08.2020 16:16:06|OLDTOWN, ID|MCMINNVILLE, OR|48.168577;-117.02483|45.210104;-123.20747|06.08.2020 18:45:02|07.08.2020 02:58:45|TOTAL QU|$500|255|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 16:16:06|800-580-3101|42000|non|non|non|19:54:27|292|126|245
|25698015|MILWAUKIE, OR|SPOKANE, WA|06.08.2020 09:00:01|06.08.2020 15:34:50|SELAH, WA|WOODBURN, OR|46.726395;-120.56997|45.144415;-122.84521|06.08.2020 21:35:17|07.08.2020 02:35:20|COVENANT|$500|275|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|423-702-2844||non|non|non|19:15:21|336|97|225
|25698027|PORTLAND, OR|FAIRBANKS, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|06.08.2020 22:22:09|07.08.2020 01:26:04|USA TRUC|$443|217|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|253-765-2075|45007|non|non|non|17:55:01|255|120|226
|25698028|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|SELAH, WA|FOREST GROVE, OR|46.726395;-120.56997|45.541009;-123.13043|06.08.2020 21:35:17|07.08.2020 02:34:49|MX LOGIS|$500|269|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|541-816-4376|42000|non|non|non|19:31:19|352|97|231
|25698029|PORTLAND, OR|BELLINGHAM, WA|06.08.2020 09:00:01|06.08.2020 13:55:08|TACOMA, WA|PORTLAND, OR|47.066193;-122.113223|45.580557;-122.374776|06.08.2020 18:17:10|06.08.2020 22:08:57|EDGE LOG|$500|362|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 13:55:08|312-319-4766|45007|non|non|non|14:37:54|258|45|138
|25698031|PORTLAND, OR|ARLINGTON, WA|06.08.2020 09:00:01|06.08.2020 13:27:28|TACOMA, WA|TUALATIN, OR|47.066193;-122.113223|45.373991;-122.77127|06.08.2020 17:15:30|06.08.2020 21:18:59|NYC FREI|$500|364|OR|75-200|VAN (FVR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 13:27:28|425-486-5126|6455|non|non|non|13:44:59|261|42|136
