[[ob_order_id]]|shipment_id|origin_ib|destination_ib|pick_up_date_time_ib|delivery_date_time_ib|origin_ob|destination_ob|origin_ob_geo|destination_ob_geo|pick_up_date_time_ob|delivery_date_time_ob|client_name|freight_rate|benefit|state|radius|equipment_type|status|cdty_cd|srvc_cd|carr|pull_tm|schd_drop|contact|weight|email|quantity|cube|total_time|incremental_time|incremental_distance|expense
|25689541|PORTLAND, OR|WARRENTON, OR|06.08.2020 09:00:01|06.08.2020 10:53:23|SUMNER, WA|ALBANY, OR|47.196364;-122.1887|44.62205;-123.061329|06.08.2020 17:02:37|06.08.2020 21:51:18|KNIGHT -|$699|62|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 10:53:23|800-477-8025|44000|non|non|non|15:11:51|655|357|637
|25689560|PORTLAND, OR|CLE ELUM, WA|06.08.2020 09:00:01|06.08.2020 14:15:42|KENT, WA|TROUTDALE, OR|47.432251;-121.803388|45.529551;-122.39156|06.08.2020 16:51:00|06.08.2020 20:28:25|USA TRUC|$537|455|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 14:15:42|253-765-2075|33315|non|non|non|13:08:48|127|34|82
|25693055|PORTLAND, OR|WARRENTON, OR|06.08.2020 09:00:01|06.08.2020 10:53:23|PUYALLUP, WA|GRESHAM, OR|47.112477;-122.32247|45.481342;-122.40856|06.08.2020 16:44:27|06.08.2020 19:58:45|USA TRUC|$500|84|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 10:53:23|253-765-2075|43819|non|non|non|12:37:05|501|213|416
|25694387|MILWAUKIE, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|BURBANK, WA|WILSONVILLE, OR|46.191158;-118.87987|45.308105;-122.77266|06.08.2020 19:52:09|07.08.2020 00:41:55|ENGLAND|$500|357|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|800-321-5966|42279|non|non|non|17:12:39|213|62|143
|25695305|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|BURBANK, WA|WILSONVILLE, OR|46.191158;-118.87987|45.308105;-122.77266|06.08.2020 19:52:09|07.08.2020 00:41:55|ENGLAND|$500|357|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|800-321-5966|41105|non|non|non|17:12:39|213|62|143
|25698012|MILWAUKIE, OR|HAYDEN, ID|06.08.2020 09:00:01|06.08.2020 16:16:06|BURBANK, WA|WILSONVILLE, OR|46.191158;-118.87987|45.308105;-122.77266|06.08.2020 21:13:45|07.08.2020 02:03:31|ENGLAND|$500|357|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 16:16:06|800-321-5966|41774|non|non|non|18:34:15|212|62|143
|25698015|MILWAUKIE, OR|SPOKANE, WA|06.08.2020 09:00:01|06.08.2020 15:34:50|KENT, WA|PORTLAND, OR|47.432251;-121.803388|45.580557;-122.374776|06.08.2020 21:21:31|07.08.2020 00:48:49|TA SERVI|$500|281|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|205-702-6809|43500|non|non|non|17:17:46|218|125|219
|25698027|PORTLAND, OR|FAIRBANKS, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|KENT, WA|VANCOUVER, WA|47.432251;-121.803388|45.801586;-122.520347|06.08.2020 21:21:31|07.08.2020 00:46:18|NT LOGIS|$500|289|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|469-362-5050|43987|non|non|non|17:31:08|231|115|211
|25698028|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|SELAH, WA|WOODBURN, OR|46.726395;-120.56997|45.144415;-122.84521|06.08.2020 21:35:17|07.08.2020 02:35:20|COVENANT|$500|275|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|423-702-2844||non|non|non|19:15:21|336|97|225
|25698029|PORTLAND, OR|BELLINGHAM, WA|06.08.2020 09:00:01|06.08.2020 13:55:08|BELLEVUE, WA|PORTLAND, OR|47.617634;-122.140193|45.580557;-122.374776|06.08.2020 17:15:29|06.08.2020 20:27:36|FAK INC|$500|416|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 13:55:08|720-880-1527||non|non|non|12:56:33|156|27|84
|25698031|PORTLAND, OR|ARLINGTON, WA|06.08.2020 09:00:01|06.08.2020 13:27:28|BELLEVUE, WA|PORTLAND, OR|47.617634;-122.140193|45.580557;-122.374776|06.08.2020 16:06:31|06.08.2020 19:18:38|FAK INC|$450|374|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 13:27:28|402-779-5762|44000|non|non|non|11:47:35|143|25|76
