[[ob_order_id]]|shipment_id|origin_ib|destination_ib|pick_up_date_time_ib|delivery_date_time_ib|origin_ob|destination_ob|origin_ob_geo|destination_ob_geo|pick_up_date_time_ob|delivery_date_time_ob|client_name|freight_rate|benefit|state|radius|equipment_type|status|cdty_cd|srvc_cd|carr|pull_tm|schd_drop|contact|weight|email|quantity|cube|total_time|incremental_time|incremental_distance|expense
|25689560|PORTLAND, OR|CLE ELUM, WA|06.08.2020 09:00:01|06.08.2020 14:15:42|SUMNER, WA|EUGENE, OR|47.196364;-122.1887|43.863845;-122.99879|06.08.2020 17:43:03|06.08.2020 23:29:55|KNIGHT -|$699|262|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 14:15:42|800-477-8025|44000|non|non|non|17:58:37|417|254|437
|25693055|PORTLAND, OR|WARRENTON, OR|06.08.2020 09:00:01|06.08.2020 10:53:23|PUYALLUP, WA|PORTLAND, OR|47.112477;-122.32247|45.580557;-122.374776|06.08.2020 16:44:27|06.08.2020 19:48:22|USA TRUC|$443|27|OR|75-200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 10:53:23|253-765-2075|45007|non|non|non|12:17:19|481|218|416
|25694387|MILWAUKIE, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|PUYALLUP, WA|SALEM, OR|47.112477;-122.32247|44.965541;-123.006606|06.08.2020 22:22:09|07.08.2020 02:05:49|USA TRUC|$500|183|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|253-765-2075|43495|non|non|non|19:05:02|325|178|317
|25695305|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|OLDTOWN, ID|DAYTON, OR|48.168577;-117.02483|45.211339;-123.08114|06.08.2020 19:00:35|07.08.2020 03:09:35|TOTAL QU|$500|193|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|800-580-3101|42000|non|non|non|19:56:12|376|155|307
|25698012|MILWAUKIE, OR|HAYDEN, ID|06.08.2020 09:00:01|06.08.2020 16:16:06|OLDTOWN, ID|DAYTON, OR|48.168577;-117.02483|45.211339;-123.08114|06.08.2020 18:45:02|07.08.2020 02:54:02|TOTAL QU|$500|270|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 16:16:06|800-580-3101|42000|non|non|non|19:40:39|279|117|230
|25698015|MILWAUKIE, OR|SPOKANE, WA|06.08.2020 09:00:01|06.08.2020 15:34:50|PUYALLUP, WA|SALEM, OR|47.112477;-122.32247|44.965541;-123.006606|06.08.2020 22:22:09|07.08.2020 02:05:49|USA TRUC|$500|183|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|253-765-2075|45581|non|non|non|19:05:02|325|178|317
|25698027|PORTLAND, OR|FAIRBANKS, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|OLDTOWN, ID|DAYTON, OR|48.168577;-117.02483|45.211339;-123.08114|06.08.2020 19:00:35|07.08.2020 03:09:35|TOTAL QU|$500|193|OR|200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|800-580-3101|42000|non|non|non|19:56:12|376|155|307
|25698028|PORTLAND, OR|ANCHORAGE, AK|06.08.2020 09:00:01|06.08.2020 15:34:50|RENTON, WA|CENTRALIA, WA|47.493031;-122.14169|46.728383;-122.95142|06.08.2020 21:50:13|06.08.2020 23:52:11|COYOTE L|$375|171|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 15:34:50|773-799-2118|41900|non|non|non|17:39:44|240|106|204
|25698029|PORTLAND, OR|BELLINGHAM, WA|06.08.2020 09:00:01|06.08.2020 13:55:08|RENTON, WA|TACOMA, WA|47.493031;-122.14169|47.066193;-122.113223|06.08.2020 17:20:22|06.08.2020 18:21:23|CHOPTANK|$420|310|OR|200|VAN (V)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 13:55:08|800-568-2240||non|non|non|14:19:46|240|26|110
|25698031|PORTLAND, OR|ARLINGTON, WA|06.08.2020 09:00:01|06.08.2020 13:27:28|KENT, WA|WARRENTON, OR|47.432251;-121.803388|46.136322;-123.91753|06.08.2020 16:55:59|06.08.2020 22:05:09|NT LOGIS|$500|213|OR|75-200|VAN (VR)|ALL|DRY|#DAY CAB#|#HTN#|06.08.2020 09:00:01|06.08.2020 13:27:28|469-362-5050|43325|non|non|non|16:11:18|407|130|287
